date,purchases,unique_invoices,unique_streams,total_views,revenue
2018-01-30,1039,52,669,5979,2957.9
2018-01-31,1348,49,810,6043,5672.791
2018-02-01,1474,62,804,7745,4645.72
2018-02-02,950,65,607,5181,4173.33
2018-02-03,0,0,0,0,0.0
2018-02-04,742,31,517,2761,2059.98
2018-02-05,1196,56,733,5226,4642.32
2018-02-06,783,46,542,4454,2815.79
2018-02-07,860,34,617,2761,3983.1600000000003
2018-02-08,728,54,468,3869,2480.81
2018-02-09,720,33,548,3410,2792.81
2018-02-10,0,0,0,0,0.0
2018-02-11,1157,49,698,6119,3437.55
2018-02-12,705,41,455,5434,2084.4410000000003
2018-02-13,1841,67,1036,8650,7831.599999999999
2018-02-14,938,51,613,5955,2971.8900000000003
2018-02-15,1317,82,764,7583,3905.0299999999997
2018-02-16,1632,62,923,5489,7938.45
2018-02-17,0,0,0,0,0.0
2018-02-18,931,58,598,3924,3171.4010000000003
2018-02-19,1038,47,641,7340,3491.99
2018-02-20,1058,43,691,5758,3843.94
2018-02-21,1151,63,728,5196,4674.941
2018-02-22,1529,86,860,9231,5088.37
2018-02-23,984,46,686,4590,7474.591
2018-02-24,0,0,0,0,0.0
2018-02-25,1251,55,726,5318,3800.09
2018-02-26,1127,58,753,6188,4292.2
2018-02-27,1431,80,898,6339,6257.639999999999
2018-02-28,1591,65,961,8855,5528.22
2018-03-01,1785,84,964,10573,7018.01
2018-03-02,1127,72,703,5296,4574.2
2018-03-03,0,0,0,0,0.0
2018-03-04,1661,64,1023,7321,5884.59
2018-03-05,1840,74,1017,7924,9343.65
2018-03-06,1127,71,729,6158,6179.929999999999
2018-03-07,1521,74,908,7979,5986.6
2018-03-08,1272,52,839,6228,5351.3099999999995
2018-03-09,809,34,602,4280,3330.48
2018-03-10,0,0,0,0,0.0
2018-03-11,640,24,436,2621,1763.77
2018-03-12,1537,60,922,5907,7081.8009999999995
2018-03-13,1333,84,807,6797,5005.5
2018-03-14,1223,49,746,7117,4041.67
2018-03-15,1398,89,789,8137,5826.54
2018-03-16,1278,72,709,6372,13837.489999999998
2018-03-17,0,0,0,0,0.0
2018-03-18,1367,62,791,6689,3901.4700000000003
2018-03-19,1443,81,851,7484,6293.400000000001
2018-03-20,1265,76,736,6213,52280.04
2018-03-21,1386,98,804,7008,6807.48
2018-03-22,1676,85,879,8607,18308.93
2018-03-23,1178,66,783,5975,4234.21
2018-03-24,0,0,0,0,0.0
2018-03-25,1838,60,904,9368,4761.23
2018-03-26,1965,91,1025,9476,8582.630000000001
2018-03-27,1796,100,988,9310,7089.400000000001
2018-03-28,1889,84,954,8974,7832.74
2018-03-29,1495,77,861,7640,6173.91
2018-03-30,0,0,0,0,0.0
2018-03-31,0,0,0,0,0.0
2018-04-01,0,0,0,0,0.0
2018-04-02,0,0,0,0,0.0
2018-04-03,1085,59,689,5519,3815.88
2018-04-04,1267,57,803,6631,4675.700000000001
2018-04-05,1958,88,1000,10726,7155.570000000001
2018-04-06,791,50,541,4319,3124.43
2018-04-07,0,0,0,0,0.0
2018-04-08,1030,41,625,5379,2992.37
2018-04-09,856,73,549,5426,2668.16
2018-04-10,1228,78,727,5889,4001.2200000000003
2018-04-11,983,55,577,6359,3009.9200000000005
2018-04-12,1134,86,647,7240,24186.76
2018-04-13,742,42,527,4615,2220.37
2018-04-14,0,0,0,0,0.0
2018-04-15,1380,49,732,5849,4765.13
2018-04-16,2996,74,1218,10664,15214.32
2018-04-17,1443,72,801,7328,13570.1
2018-04-18,1033,60,653,5552,3978.9
2018-04-19,1401,119,767,8748,16626.530000000002
2018-04-20,1120,60,655,6457,5757.710000000001
2018-04-21,0,0,0,0,0.0
2018-04-22,1263,48,700,5678,4104.5
2018-04-23,1771,96,881,7712,7792.66
2018-04-24,1636,97,831,10779,5421.800000000001
2018-04-25,1632,71,860,9976,5386.82
2018-04-26,1870,95,985,9775,7949.031000000001
2018-04-27,1126,79,695,5321,5924.34
2018-04-28,0,0,0,0,0.0
2018-04-29,789,40,505,4096,2458.27
2018-04-30,0,0,0,0,0.0
2018-05-01,1273,70,745,6129,6558.59
2018-05-02,1499,106,799,7194,6829.63
2018-05-03,1556,97,830,7871,5986.120000000001
2018-05-04,1303,71,792,8988,4065.4
2018-05-05,0,0,0,0,0.0
2018-05-06,1584,60,832,7027,4560.4400000000005
2018-05-07,1455,101,851,7973,7791.99
2018-05-08,1504,64,858,8691,5861.5
2018-05-09,1127,57,707,6509,4279.07
2018-05-10,1294,78,740,6642,5160.64
2018-05-11,933,95,584,4677,3824.1200000000003
2018-05-12,0,0,0,0,0.0
2018-05-13,1470,45,825,5261,4511.379999999999
2018-05-14,1328,69,755,6892,4783.37
2018-05-15,1477,79,810,6502,5745.87
2018-05-16,1202,65,706,5983,4344.93
2018-05-17,1548,82,823,8771,6271.67
2018-05-18,1114,63,721,4316,5391.97
2018-05-19,0,0,0,0,0.0
2018-05-20,1221,50,621,6502,4210.039999999999
2018-05-21,1283,73,716,8637,5204.120000000001
2018-05-22,1271,77,715,6814,4746.97
2018-05-23,1533,101,785,7454,7613.9800000000005
2018-05-24,2023,94,932,11066,6246.210000000001
2018-05-25,1241,91,731,6485,5509.610000000001
2018-05-26,0,0,0,0,0.0
2018-05-27,804,35,567,3529,2380.03
2018-05-28,0,0,0,0,0.0
2018-05-29,1189,50,752,5513,4108.38
2018-05-30,939,46,671,4170,3566.1900000000005
2018-05-31,1515,98,901,7048,6883.140000000001
2018-06-01,1327,49,789,4595,7321.8
2018-06-02,0,0,0,0,0.0
2018-06-03,2168,74,966,9717,6899.4
2018-06-04,2516,107,1131,11444,9096.92
2018-06-05,2044,91,1040,9005,12488.350000000002
2018-06-06,1389,82,772,8172,4472.81
2018-06-07,1018,94,588,5921,4289.950000000001
2018-06-08,1643,90,880,8813,14499.6
2018-06-09,0,0,0,0,0.0
2018-06-10,1423,75,817,6985,4625.93
2018-06-11,1454,66,870,6418,4963.16
2018-06-12,1405,66,826,7346,7162.92
2018-06-13,1770,89,944,9754,5965.740000000001
2018-06-14,1623,91,788,7997,73158.45
2018-06-15,887,57,572,4621,3865.3199999999997
2018-06-16,0,0,0,0,0.0
2018-06-17,423,25,322,1927,1507.0300000000002
2018-06-18,1765,44,996,8295,5770.82
2018-06-19,906,39,620,4399,3696.03
2018-06-20,1067,62,700,6066,3835.2699999999995
2018-06-21,1331,100,683,5701,9255.04
2018-06-22,1145,45,762,5437,5369.15
2018-06-23,0,0,0,0,0.0
2018-06-24,1283,62,757,5699,4149.530000000001
2018-06-25,1516,66,819,7844,5556.59
2018-06-26,1427,66,834,8301,5379.12
2018-06-27,1654,120,873,8342,6374.780000000001
2018-06-28,1658,89,857,9849,5728.96
2018-06-29,817,47,509,4463,2416.83
2018-06-30,0,0,0,0,0.0
2018-07-01,680,22,463,2640,2285.55
2018-07-02,1760,99,723,10023,5926.140000000001
2018-07-03,1007,55,641,5333,4167.83
2018-07-04,1560,80,866,7062,9593.01
2018-07-05,1214,74,745,6817,3953.58
2018-07-06,787,38,558,3546,3530.9700000000003
2018-07-07,0,0,0,0,0.0
2018-07-08,708,29,497,2533,2040.46
2018-07-09,1133,54,704,5186,5161.58
2018-07-10,1024,57,689,4301,4329.040000000001
2018-07-11,1242,96,753,5523,4899.68
2018-07-12,1507,83,820,8865,10234.44
2018-07-13,1096,94,707,6488,4074.7899999999995
2018-07-14,0,0,0,0,0.0
2018-07-15,830,41,562,4149,2810.9700000000003
2018-07-16,1324,57,748,7703,4939.6900000000005
2018-07-17,1110,58,642,6510,4013.7200000000003
2018-07-18,1189,77,717,6515,5547.93
2018-07-19,1565,87,807,7274,7264.98
2018-07-20,933,50,627,5272,3171.25
2018-07-21,0,0,0,0,0.0
2018-07-22,1223,52,724,6846,3845.7299999999996
2018-07-23,1431,68,787,7984,5606.49
2018-07-24,843,75,587,5597,3060.29
2018-07-25,1252,81,697,7820,3920.2099999999996
2018-07-26,1842,89,897,8201,11075.990000000002
2018-07-27,701,63,486,4246,2958.2099999999996
2018-07-28,0,0,0,0,0.0
2018-07-29,886,39,583,4113,2734.49
2018-07-30,1126,67,678,6724,6417.44
2018-07-31,1454,77,838,6584,7927.74
2018-08-01,1357,61,837,7307,6084.15
2018-08-02,1254,60,715,7427,3341.31
2018-08-03,530,53,391,4055,1803.5900000000001
2018-08-04,0,0,0,0,0.0
2018-08-05,889,46,566,4456,2509.7200000000003
2018-08-06,770,57,538,4847,2315.15
2018-08-07,1656,52,915,5995,7307.75
2018-08-08,984,46,628,4607,5391.6
2018-08-09,1777,113,908,9372,8194.369999999999
2018-08-10,1425,60,756,7674,5729.45
2018-08-11,0,0,0,0,0.0
2018-08-12,990,59,572,5663,2922.74
2018-08-13,875,47,611,4718,3474.5400000000004
2018-08-14,882,61,602,5960,2946.21
2018-08-15,1522,56,930,7860,5058.83
2018-08-16,1365,75,746,7232,5068.49
2018-08-17,1073,53,717,6235,3791.41
2018-08-18,0,0,0,0,0.0
2018-08-19,1279,59,737,7768,3751.31
2018-08-20,1028,54,655,6647,3185.6600000000003
2018-08-21,1085,67,677,7185,3480.68
2018-08-22,1533,85,833,9241,5987.0599999999995
2018-08-23,1517,82,800,8530,6807.260000000001
2018-08-24,880,39,586,4190,26392.429999999997
2018-08-25,0,0,0,0,0.0
2018-08-26,812,40,484,5043,2302.29
2018-08-27,0,0,0,0,0.0
2018-08-28,1553,58,865,7010,6222.34
2018-08-29,767,66,543,3561,3402.7299999999996
2018-08-30,1440,81,816,8318,4576.02
2018-08-31,991,68,637,5385,3845.1900000000005
2018-09-01,0,0,0,0,0.0
2018-09-02,720,32,473,3797,2013.32
2018-09-03,1322,49,770,5546,5691.490000000001
2018-09-04,1048,50,683,5889,3718.65
2018-09-05,979,45,639,5705,3307.4700000000003
2018-09-06,1322,77,797,6756,6463.58
2018-09-07,967,46,606,5411,3633.26
2018-09-08,0,0,0,0,0.0
2018-09-09,1245,47,699,5808,3639.83
2018-09-10,1913,98,975,8965,7615.530000000001
2018-09-11,1179,57,728,6640,3682.25
2018-09-12,1164,64,732,6808,3691.0499999999997
2018-09-13,1424,88,806,7719,30369.511000000002
2018-09-14,1013,74,668,5599,4271.09
2018-09-15,0,0,0,0,0.0
2018-09-16,1958,59,976,8958,4999.02
2018-09-17,1637,87,917,9053,8397.07
2018-09-18,2195,123,974,14778,6889.42
2018-09-19,1385,78,649,8074,5368.539999999999
2018-09-20,1910,85,925,12336,5572.2300000000005
2018-09-21,1350,68,747,7615,9160.960000000001
2018-09-22,0,0,0,0,0.0
2018-09-23,1459,74,755,8364,4197.75
2018-09-24,2033,96,981,13229,38898.73
2018-09-25,2597,162,1166,14686,9947.07
2018-09-26,1820,103,950,12169,6030.54
2018-09-27,1815,101,912,11784,14005.459999999997
2018-09-28,1528,73,859,8037,6509.780000000001
2018-09-29,0,0,0,0,0.0
2018-09-30,1994,81,896,9763,6550.34
2018-10-01,1942,86,966,12203,6847.39
2018-10-02,2588,172,1139,17272,62415.03999999999
2018-10-03,1166,67,688,8900,3808.96
2018-10-04,3412,150,1315,16863,13757.240000000002
2018-10-05,1883,87,983,10808,6897.49
2018-10-06,0,0,0,0,0.0
2018-10-07,1614,67,845,7943,4999.610000000001
2018-10-08,2239,100,1069,12089,6959.24
2018-10-09,2321,132,1115,13707,7848.459999999999
2018-10-10,1879,88,960,10285,14631.130000000001
2018-10-11,1723,103,930,11633,6145.030000000001
2018-10-12,2140,122,1035,11709,28363.949999999997
2018-10-13,0,0,0,0,0.0
2018-10-14,2682,79,1117,12395,7332.47
2018-10-15,2661,130,1187,11567,10600.190000000002
2018-10-16,2101,84,1058,10624,8188.139999999999
2018-10-17,2387,112,1067,12649,9163.66
2018-10-18,1903,100,1006,10017,7169.76
2018-10-19,2030,107,1072,9109,9013.59
2018-10-20,0,0,0,0,0.0
2018-10-21,2259,82,1008,10622,6688.93
2018-10-22,1819,85,979,9087,5546.13
2018-10-23,2121,112,1043,11510,6853.3
2018-10-24,1513,65,856,7382,5263.740000000001
2018-10-25,1416,71,824,6638,6409.16
2018-10-26,1745,81,929,10217,6381.7
2018-10-27,0,0,0,0,0.0
2018-10-28,2621,85,1130,11488,7288.900000000001
2018-10-29,2100,68,1101,8916,9301.79
2018-10-30,2117,113,1026,11369,7548.500000000001
2018-10-31,1807,92,965,8674,6519.37
2018-11-01,3569,162,1346,18006,13237.57
2018-11-02,1542,70,922,7460,6208.85
2018-11-03,0,0,0,0,0.0
2018-11-04,2741,86,1086,13215,7408.07
2018-11-05,2422,87,1184,11705,22800.791
2018-11-06,2683,136,1066,14691,11268.439999999999
2018-11-07,3405,140,1440,15138,11903.619999999999
2018-11-08,3113,177,1261,15676,12084.880000000001
2018-11-09,2791,104,1236,11343,11694.25
2018-11-10,0,0,0,0,0.0
2018-11-11,2849,91,1211,10698,8128.6
2018-11-12,3405,104,1342,13905,13073.920000000002
2018-11-13,2912,132,1296,14926,9902.539999999999
2018-11-14,2778,123,1263,13867,10694.721
2018-11-15,2765,108,1192,12855,10349.54
2018-11-16,2263,123,1070,10690,8210.900000000001
2018-11-17,0,0,0,0,0.0
2018-11-18,3118,92,1255,13237,8270.470000000001
2018-11-19,3003,94,1282,11967,11934.310000000001
2018-11-20,3341,137,1339,16502,13055.550000000001
2018-11-21,3310,179,1324,14709,13489.869999999999
2018-11-22,3451,175,1235,18324,11494.189999999999
2018-11-23,2231,76,1082,10122,8913.59
2018-11-24,0,0,0,0,0.0
2018-11-25,2526,101,1109,9368,7556.88
2018-11-26,3655,102,1474,15509,15412.480000000001
2018-11-27,2188,154,926,13289,7165.050000000001
2018-11-28,5878,125,1318,24574,24856.16
2018-11-29,4184,161,933,26106,13504.960000000001
2018-11-30,3956,61,1093,15555,20626.019999999997
2018-12-01,0,0,0,0,0.0
2018-12-02,4986,86,1088,18131,14212.14
2018-12-03,7612,113,1467,28322,34715.9
2018-12-04,5574,98,1263,21350,169539.62
2018-12-05,4966,132,1194,24542,19080.82
2018-12-06,5184,125,1220,21069,27164.940000000002
2018-12-07,2622,79,1240,10558,12300.3
2018-12-08,0,0,0,0,0.0
2018-12-09,1403,50,767,5052,3874.2700000000004
2018-12-10,2257,80,1166,10550,12253.78
2018-12-11,1989,135,991,10735,8027.2300000000005
2018-12-12,1272,93,727,8360,4661.81
2018-12-13,1745,143,922,12135,5808.610000000001
2018-12-14,2815,51,1307,7571,16826.45
2018-12-15,0,0,0,0,0.0
2018-12-16,480,23,361,2172,1454.1800000000003
2018-12-17,1585,79,899,6052,7545.17
2018-12-18,1461,59,780,4298,11841.349999999999
2018-12-19,186,20,159,1151,1908.67
2018-12-20,869,32,732,3375,3570.8
2018-12-21,0,0,0,0,0.0
2018-12-22,0,0,0,0,0.0
2018-12-23,0,0,0,0,0.0
2018-12-24,0,0,0,0,0.0
2018-12-25,0,0,0,0,0.0
2018-12-26,0,0,0,0,0.0
2018-12-27,0,0,0,0,0.0
2018-12-28,0,0,0,0,0.0
2018-12-29,0,0,0,0,0.0
2018-12-30,0,0,0,0,0.0
2018-12-31,0,0,0,0,0.0
2019-01-01,1156,41,819,5419,4228.52
2019-01-02,1624,61,974,7710,38781.33999999998
2019-01-03,1722,67,984,9274,6472.18
2019-01-04,1431,51,902,7343,4793.460000000001
2019-01-05,0,0,0,0,0.0
2019-01-06,1043,47,613,5262,3265.84
2019-01-07,1778,36,1028,7659,7129.17
2019-01-08,1350,70,925,7006,4894.3099999999995
2019-01-09,1684,51,1039,6713,6943.4400000000005
2019-01-10,1366,48,917,6156,5419.42
2019-01-11,1264,47,828,5770,5904.01
2019-01-12,0,0,0,0,0.0
2019-01-13,646,29,424,2583,1854.5
2019-01-14,2416,50,1157,9277,9302.67
2019-01-15,1360,45,856,4234,6132.5199999999995
2019-01-16,1183,32,872,5334,4142.040000000001
2019-01-17,1387,44,920,5795,7793.719999999999
2019-01-18,1460,57,944,6294,6388.74
2019-01-19,0,0,0,0,0.0
2019-01-20,867,29,565,3515,2551.56
2019-01-21,1277,51,764,5617,5831.539999999999
2019-01-22,1489,76,841,7725,6002.110000000001
2019-01-23,1086,63,691,4988,4654.76
2019-01-24,1317,59,779,7116,4693.879999999999
2019-01-25,820,42,549,4578,3465.6400000000003
2019-01-26,0,0,0,0,0.0
2019-01-27,722,25,488,2934,2321.7200000000003
2019-01-28,1312,76,769,5712,5485.02
2019-01-29,1436,68,815,7272,5015.74
2019-01-30,1351,63,780,6203,5740.0
2019-01-31,861,43,538,4779,3151.92
2019-02-01,1063,51,663,5141,5757.700000000001
2019-02-02,0,0,0,0,0.0
2019-02-03,279,11,220,1209,799.45
2019-02-04,1140,44,763,5208,4376.7699999999995
2019-02-05,1157,44,738,4968,5386.589999999999
2019-02-06,744,24,531,2848,3985.76
2019-02-07,748,61,514,4321,3358.2200000000003
2019-02-08,876,84,621,4408,5277.92
2019-02-09,0,0,0,0,0.0
2019-02-10,624,24,430,2154,1859.3600000000001
2019-02-11,908,46,642,4304,3763.7599999999998
2019-02-12,1107,60,726,5848,6739.75
2019-02-13,1050,63,627,6671,3541.76
2019-02-14,1607,65,847,7683,7366.91
2019-02-15,757,50,547,4369,2785.32
2019-02-16,0,0,0,0,0.0
2019-02-17,864,29,595,3472,2721.29
2019-02-18,1100,43,713,4965,15973.819999999998
2019-02-19,1545,60,890,8096,5502.54
2019-02-20,1527,63,848,7485,7000.9
2019-02-21,1217,60,757,7473,4793.93
2019-02-22,911,46,575,6670,3224.04
2019-02-23,0,0,0,0,0.0
2019-02-24,797,33,555,3516,2391.38
2019-02-25,1572,50,880,6295,7588.6
2019-02-26,1050,54,681,5387,4281.16
2019-02-27,888,62,532,5734,3314.8
2019-02-28,1206,59,735,5823,5017.24
2019-03-01,945,43,664,5153,2668.8599999999997
2019-03-02,0,0,0,0,0.0
2019-03-03,844,35,520,3385,2845.04
2019-03-04,1903,96,1040,7543,10432.37
2019-03-05,1481,46,854,7870,5006.22
2019-03-06,1135,55,727,6131,4398.75
2019-03-07,948,75,585,5450,3128.4900000000002
2019-03-08,866,54,567,5107,3440.39
2019-03-09,0,0,0,0,0.0
2019-03-10,519,16,411,1854,1320.8100000000002
2019-03-11,923,50,603,4774,3105.1400000000003
2019-03-12,1151,53,669,5635,5476.629999999999
2019-03-13,785,53,545,5235,2682.47
2019-03-14,1907,80,1029,7885,8037.3
2019-03-15,1229,70,726,6198,16580.219999999998
2019-03-16,0,0,0,0,0.0
2019-03-17,1388,58,838,7259,4735.41
2019-03-18,999,64,617,6503,2739.66
2019-03-19,2181,50,1112,8345,9746.830000000002
2019-03-20,1164,60,730,6125,4356.14
2019-03-21,1442,67,745,8035,4163.84
2019-03-22,1176,55,755,5087,4880.17
2019-03-23,0,0,0,0,0.0
2019-03-24,725,43,506,3132,2087.31
2019-03-25,1449,61,843,6495,9035.97
2019-03-26,1827,67,947,9749,8698.99
2019-03-27,1480,85,850,8563,4836.01
2019-03-28,1626,80,860,7909,8671.51
2019-03-29,1142,79,704,6635,3993.7200000000003
2019-03-30,0,0,0,0,0.0
2019-03-31,731,22,526,2723,1788.1599999999999
2019-04-01,1601,63,888,7400,6172.05
2019-04-02,1047,56,674,5574,3566.91
2019-04-03,1012,44,677,5135,3592.4
2019-04-04,1375,65,779,5823,4232.26
2019-04-05,1245,74,778,7270,8560.6
2019-04-06,0,0,0,0,0.0
2019-04-07,914,36,617,3806,3017.48
2019-04-08,1101,64,711,7459,3059.63
2019-04-09,1096,75,631,7892,3524.2599999999998
2019-04-10,981,72,637,6896,2762.41
2019-04-11,1443,97,722,9692,4738.17
2019-04-12,1406,52,693,6339,8310.721000000001
2019-04-13,0,0,0,0,0.0
2019-04-14,912,41,595,5080,2514.7400000000002
2019-04-15,3175,88,1277,10343,11835.28
2019-04-16,1755,68,949,8051,6621.660000000001
2019-04-17,980,74,582,7382,3096.9700000000003
2019-04-18,1720,79,908,8344,8782.31
2019-04-19,0,0,0,0,0.0
2019-04-20,0,0,0,0,0.0
2019-04-21,0,0,0,0,0.0
2019-04-22,0,0,0,0,0.0
2019-04-23,1817,76,906,8908,8178.9
2019-04-24,1240,73,772,7255,4042.97
2019-04-25,1085,66,690,7091,4442.670000000001
2019-04-26,0,0,0,0,0.0
2019-04-27,0,0,0,0,0.0
2019-04-28,419,20,339,2236,1218.14
2019-04-29,0,0,0,0,0.0
2019-04-30,1281,73,725,6334,28102.509999999995
2019-05-01,1078,67,671,6994,3385.36
2019-05-02,1674,99,868,8448,5740.32
2019-05-03,1953,86,1009,10012,6952.63
2019-05-04,0,0,0,0,0.0
2019-05-05,1394,64,690,6582,4009.0099999999998
2019-05-06,1670,74,847,8619,8448.5
2019-05-07,2423,107,896,10133,15023.87
2019-05-08,1551,84,799,9116,5432.380000000001
2019-05-09,1552,89,857,8734,5813.48
2019-05-10,1246,67,702,7100,4433.5
2019-05-11,0,0,0,0,0.0
2019-05-12,781,29,562,3300,2108.42
2019-05-13,1437,71,747,8082,20236.7
2019-05-14,1630,107,844,8755,8802.66
2019-05-15,1262,74,692,8037,4857.11
2019-05-16,1697,105,816,9896,6706.620000000001
2019-05-17,1065,78,596,7678,3619.8999999999996
2019-05-18,0,0,0,0,0.0
2019-05-19,1422,58,815,8325,4120.03
2019-05-20,1401,80,772,6865,5662.04
2019-05-21,1712,91,924,8269,7171.0599999999995
2019-05-22,1184,69,657,6213,4045.4300000000003
2019-05-23,807,61,503,4747,3699.77
2019-05-24,1072,77,626,5971,4901.59
2019-05-25,0,0,0,0,0.0
2019-05-26,602,24,425,2389,1598.0
2019-05-27,0,0,0,0,0.0
2019-05-28,1115,52,680,5345,4440.86
2019-05-29,1381,57,808,4936,5588.87
2019-05-30,1391,70,798,6988,6591.09
2019-05-31,773,43,526,4196,2894.54
2019-06-01,0,0,0,0,0.0
2019-06-02,1345,62,669,7218,4123.98
2019-06-03,1088,66,685,6139,4130.1900000000005
2019-06-04,1842,88,977,9286,6505.89
2019-06-05,2082,94,955,10140,10134.77
2019-06-06,1584,84,908,8937,6661.9
2019-06-07,961,59,619,4896,44136.55999999999
2019-06-08,0,0,0,0,0.0
2019-06-09,1048,38,641,4526,2985.2200000000003
2019-06-10,1216,79,777,5934,5095.990000000001
2019-06-11,1582,62,878,7096,6428.16
2019-06-12,1430,66,820,6091,6763.24
2019-06-13,1371,88,812,8577,4830.860000000001
2019-06-14,768,53,498,4934,2340.1000000000004
2019-06-15,0,0,0,0,0.0
2019-06-16,1062,57,686,5876,3093.54
2019-06-17,1671,82,911,6677,7741.9800000000005
2019-06-18,1325,73,782,6005,5835.83
2019-06-19,888,55,599,5957,2457.01
2019-06-20,1846,78,939,9463,5968.25
2019-06-21,904,51,599,5205,13711.7
2019-06-22,0,0,0,0,0.0
2019-06-23,675,33,534,2423,2460.38
2019-06-24,1123,55,705,4716,4466.99
2019-06-25,881,64,579,5370,4991.26
2019-06-26,1264,52,955,5679,4611.0
2019-06-27,1486,71,896,8230,5128.02
2019-06-28,913,52,556,4597,3096.2000000000003
2019-06-29,0,0,0,0,0.0
2019-06-30,602,27,423,2534,1793.9799999999998
2019-07-01,2048,53,1077,7872,8135.049999999999
2019-07-02,2138,80,1134,9631,9084.94
2019-07-03,1689,71,975,8068,4832.23
2019-07-04,1827,80,1034,9734,6223.2699999999995
2019-07-05,1380,69,810,6340,6792.05
2019-07-06,0,0,0,0,0.0
2019-07-07,820,29,604,2840,1976.14
2019-07-08,1310,58,855,6857,3823.8399999999997
2019-07-09,1545,56,934,6335,6185.21
2019-07-10,1494,58,907,7037,15525.8
2019-07-11,1492,75,888,7534,4781.37
2019-07-12,1066,46,816,4362,3947.09
2019-07-13,0,0,0,0,0.0
2019-07-14,1181,50,732,5990,3153.55
2019-07-15,2011,81,1098,7944,26946.800000000003
2019-07-16,1198,67,714,8562,3879.86
2019-07-17,1911,65,1031,8788,10670.399999999998
2019-07-18,1423,92,842,9509,6162.87
2019-07-19,1207,51,858,6095,3866.32
2019-07-20,0,0,0,0,0.0
2019-07-21,1036,59,629,6334,2974.19
2019-07-22,1799,58,981,7977,7403.849999999999
2019-07-23,1215,63,754,7272,3888.371
2019-07-24,1071,45,689,5910,3477.5299999999997
2019-07-25,1256,94,752,8695,3967.2400000000002
2019-07-26,1054,65,652,6903,3378.21
2019-07-27,0,0,0,0,0.0
2019-07-28,1093,38,721,5220,2656.7
2019-07-29,1117,43,729,6310,4124.82
2019-07-30,1007,52,699,5495,15260.119999999999
